dealer_id,model,region,total_sales,average_sales,average_inventory,number_of_months
D051,X5,West,3013,51.067796610169495,103.47457627118644,59
D001,5 Series,North,1756,29.76271186440678,92.79661016949153,59
D222,X7,East,1204,20.406779661016948,44.355932203389834,59
D146,4 Series,Central,1162,19.694915254237287,34.79661016949152,59
D153,4 Series,Central,1196,20.271186440677965,58.20338983050848,59
D192,4 Series,West,1491,25.271186440677965,53.847457627118644,59
D209,i5,South,1808,30.64406779661017,92.91525423728814,59
D135,i4,West,1649,27.949152542372882,87.69491525423729,59
D136,3 Series,South,1730,29.322033898305083,78.66101694915254,59
D157,X3,North,3349,56.76271186440678,128.77966101694915,59
D185,7 Series,East,758,12.847457627118644,18.050847457627118,59
D151,iX1,Central,2091,35.440677966101696,52.271186440677965,59
D210,X3,West,3612,61.220338983050844,136.35593220338984,59
D154,i7,South,996,16.88135593220339,28.491525423728813,59
D228,5 Series,East,1235,20.93220338983051,62.47457627118644,59
D244,X3,West,3906,66.20338983050847,158.6949152542373,59
D250,iX1,North,2272,38.50847457627118,98.40677966101696,59
D002,i7,West,672,11.389830508474576,31.71186440677966,59
D031,i4,East,1572,26.64406779661017,93.28813559322033,59
D032,iX3,South,2580,43.728813559322035,90.69491525423729,59
D107,4 Series,West,1936,32.813559322033896,71.69491525423729,59
D065,iX3,East,2040,34.57627118644068,76.86440677966101,59
D089,4 Series,West,1942,32.91525423728814,62.52542372881356,59
D092,i7,Central,738,12.508474576271187,21.915254237288135,59
D001,iX,North,1054,17.864406779661017,37.220338983050844,59
D033,i7,North,668,11.322033898305085,19.406779661016948,59
D129,i4,East,1270,21.52542372881356,53.067796610169495,59
D141,iX,Central,1327,22.491525423728813,45.91525423728814,59
D168,iX,North,1252,21.220338983050848,25.796610169491526,59
D188,X5,South,1737,29.440677966101696,62.74576271186441,59
D160,X1,West,2508,42.50847457627118,59.40677966101695,59
D220,2 Series,Central,1238,20.983050847457626,34.20338983050848,59
D125,3 Series,Central,2299,38.96610169491525,93.50847457627118,59
D221,7 Series,North,749,12.694915254237289,21.779661016949152,59
D235,3 Series,East,1191,20.1864406779661,33.69491525423729,59
D121,5 Series,East,1759,29.8135593220339,38.559322033898304,59
D174,i5,West,2418,40.983050847457626,97.79661016949153,59
D136,X5,South,2593,43.94915254237288,139.35593220338984,59
D247,3 Series,West,1921,32.559322033898304,54.3728813559322,59
D238,i4,East,1090,18.47457627118644,30.54237288135593,59
D243,iX3,North,1211,20.52542372881356,50.59322033898305,59
D078,X5,South,2764,46.847457627118644,93.11864406779661,59
D100,i4,North,1485,25.16949152542373,63.03389830508475,59
D023,7 Series,North,827,14.016949152542374,24.322033898305083,59
D113,7 Series,East,713,12.084745762711865,30.694915254237287,59
D019,i7,Central,420,7.11864406779661,9.677966101694915,59
D056,iX1,North,1449,24.559322033898304,41.983050847457626,59
D081,X1,Central,2669,45.23728813559322,130.38983050847457,59
D189,X1,South,1838,31.152542372881356,51.559322033898304,59
D128,X3,West,4300,72.88135593220339,175.03389830508473,59
D137,iX,West,2419,41.0,114.54237288135593,59
D182,X5,North,1708,28.949152542372882,60.20338983050848,59
D151,X3,Central,2677,45.3728813559322,89.42372881355932,59
D122,X3,West,2368,40.13559322033898,128.15254237288136,59
D153,X7,Central,1311,22.220338983050848,43.0,59
D173,3 Series,West,2540,43.05084745762712,98.15254237288136,59
D194,X3,South,2329,39.47457627118644,112.22033898305085,59
D220,X5,Central,2209,37.440677966101696,77.37288135593221,59
D250,X5,North,2219,37.610169491525426,82.66101694915254,59
D241,i7,North,620,10.508474576271187,18.508474576271187,59
D047,4 Series,East,1526,25.864406779661017,48.3728813559322,59
D090,i4,Central,1320,22.372881355932204,42.28813559322034,59
D107,7 Series,West,1518,25.728813559322035,48.94915254237288,59
D040,X5,West,2254,38.20338983050848,99.35593220338983,59
D071,i4,West,2206,37.389830508474574,61.20338983050848,59
D062,4 Series,West,2182,36.983050847457626,78.2542372881356,59
D103,7 Series,Central,511,8.661016949152541,10.084745762711865,59
D060,4 Series,West,1058,17.93220338983051,30.627118644067796,59
D051,i4,West,2296,38.91525423728814,67.23728813559322,59
D169,i4,South,1113,18.864406779661017,26.10169491525424,59
D187,3 Series,North,1676,28.406779661016948,70.83050847457628,59
D169,iX,South,1217,20.627118644067796,45.16949152542373,59
D041,X3,North,2578,43.69491525423729,155.10169491525423,59
D052,iX3,North,2097,35.54237288135593,77.66101694915254,59
D012,i5,Central,1558,26.406779661016948,57.76271186440678,59
D077,2 Series,South,1868,31.661016949152543,81.67796610169492,59
D064,i7,Central,556,9.423728813559322,16.10169491525424,59
D104,X3,North,2990,50.67796610169491,106.66101694915254,59
D125,i7,Central,846,14.338983050847459,20.864406779661017,59
D129,X3,East,1630,27.627118644067796,51.13559322033898,59
D208,X3,Central,2316,39.25423728813559,87.54237288135593,59
D163,iX3,East,1678,28.440677966101696,50.57627118644068,59
D170,2 Series,North,1048,17.76271186440678,42.20338983050848,59
D221,i7,North,689,11.677966101694915,20.338983050847457,59
D153,5 Series,Central,2087,35.3728813559322,116.16949152542372,59
D245,X3,West,3191,54.08474576271186,145.76271186440678,59
D244,iX,West,1957,33.16949152542373,58.40677966101695,59
D006,4 Series,Central,1210,20.508474576271187,42.6271186440678,59
D017,7 Series,East,872,14.779661016949152,30.779661016949152,59
D050,2 Series,West,1811,30.694915254237287,44.11864406779661,59
D061,i7,Central,817,13.847457627118644,18.16949152542373,59
D067,4 Series,Central,1083,18.35593220338983,58.32203389830509,59
D001,3 Series,North,1348,22.847457627118644,70.98305084745763,59
D097,iX1,South,1679,28.45762711864407,79.64406779661017,59
D012,i7,Central,650,11.016949152542374,17.271186440677965,59
D070,2 Series,East,1501,25.440677966101696,41.91525423728814,59
D126,3 Series,East,1657,28.084745762711865,46.101694915254235,59
D154,X5,South,3251,55.101694915254235,173.135593220339,59
D155,3 Series,East,1283,21.74576271186441,39.83050847457627,59
D176,5 Series,East,1258,21.322033898305083,53.271186440677965,59
D184,5 Series,West,2570,43.559322033898304,100.72881355932203,59
D165,7 Series,East,572,9.694915254237289,11.88135593220339,59
D180,5 Series,East,2009,34.05084745762712,67.2542372881356,59
D152,4 Series,South,1394,23.627118644067796,46.898305084745765,59
D180,X7,East,1203,20.389830508474578,32.86440677966102,59
D186,X7,East,868,14.711864406779661,32.52542372881356,59
D229,iX3,East,1259,21.338983050847457,51.610169491525426,59
D246,5 Series,North,2270,38.47457627118644,77.94915254237289,59
D017,5 Series,East,1543,26.152542372881356,58.32203389830509,59
D100,X7,North,1283,21.74576271186441,38.94915254237288,59
D022,X3,South,3172,53.76271186440678,98.11864406779661,59
D053,5 Series,South,2451,41.54237288135593,83.40677966101696,59
D104,X7,North,1463,24.796610169491526,67.64406779661017,59
D130,7 Series,West,1019,17.271186440677965,36.76271186440678,59
D190,5 Series,South,2071,35.101694915254235,49.355932203389834,59
D222,3 Series,East,1784,30.23728813559322,55.52542372881356,59
D231,iX3,East,1478,25.050847457627118,53.47457627118644,59
D143,iX,South,1677,28.423728813559322,41.779661016949156,59
D164,7 Series,East,988,16.74576271186441,27.796610169491526,59
D229,X5,East,1475,25.0,44.49152542372882,59
D185,4 Series,East,1389,23.54237288135593,38.23728813559322,59
D185,5 Series,East,1931,32.728813559322035,71.20338983050847,59
D009,7 Series,South,702,11.898305084745763,19.10169491525424,59
D041,i4,North,1506,25.52542372881356,48.13559322033898,59
D089,2 Series,West,1383,23.440677966101696,52.91525423728814,59
D031,iX,East,1224,20.74576271186441,33.11864406779661,59
D039,2 Series,South,1587,26.89830508474576,46.813559322033896,59
D006,iX3,Central,2013,34.11864406779661,51.59322033898305,59
D031,5 Series,East,2004,33.96610169491525,87.37288135593221,59
D099,3 Series,West,1573,26.661016949152543,57.813559322033896,59
D090,iX,Central,1283,21.74576271186441,57.69491525423729,59
D021,2 Series,East,1047,17.74576271186441,39.271186440677965,59
D066,iX,South,2047,34.69491525423729,95.98305084745763,59
D094,iX3,South,1705,28.89830508474576,71.44067796610169,59
D137,7 Series,West,1154,19.559322033898304,31.322033898305083,59
D160,5 Series,West,2718,46.067796610169495,93.83050847457628,59
D187,iX1,North,1628,27.593220338983052,47.42372881355932,59
D217,3 Series,North,1374,23.28813559322034,41.0,59
D150,i7,North,534,9.05084745762712,18.406779661016948,59
D191,iX,West,1921,32.559322033898304,70.05084745762711,59
D199,iX3,South,1221,20.694915254237287,38.898305084745765,59
D214,X5,East,1870,31.694915254237287,69.0677966101695,59
D201,7 Series,South,894,15.152542372881356,34.67796610169491,59
D224,iX,South,1072,18.16949152542373,25.06779661016949,59
D231,4 Series,East,1432,24.271186440677965,58.101694915254235,59
D162,7 Series,West,1104,18.71186440677966,32.76271186440678,59
D250,i4,North,1454,24.64406779661017,42.71186440677966,59
D032,X5,South,2651,44.932203389830505,87.1864406779661,59
D051,i5,West,2252,38.16949152542373,59.898305084745765,59
D060,iX3,West,1831,31.033898305084747,70.08474576271186,59
D042,2 Series,West,2076,35.186440677966104,93.8135593220339,59
D061,5 Series,Central,2307,39.101694915254235,96.8135593220339,59
D107,i5,West,2854,48.3728813559322,172.76271186440678,59
D050,iX,West,2140,36.271186440677965,57.76271186440678,59
D083,iX,North,1585,26.864406779661017,60.33898305084746,59
D113,X1,East,2427,41.13559322033898,136.5084745762712,59
D224,2 Series,South,945,16.016949152542374,20.440677966101696,59
D177,X5,West,2993,50.728813559322035,152.11864406779662,59
D215,7 Series,West,920,15.59322033898305,40.25423728813559,59
D241,i5,North,1717,29.10169491525424,50.728813559322035,59
D242,X7,East,689,11.677966101694915,15.898305084745763,59
D245,i7,West,1016,17.220338983050848,45.59322033898305,59
D249,iX3,West,2357,39.94915254237288,86.57627118644068,59
D015,iX3,West,1676,28.406779661016948,94.23728813559322,59
D033,2 Series,North,1086,18.406779661016948,31.83050847457627,59
D046,iX3,Central,1311,22.220338983050848,33.16949152542373,59
D079,i4,East,1016,17.220338983050848,22.372881355932204,59
D101,4 Series,Central,1476,25.016949152542374,51.76271186440678,59
D069,i5,North,2073,35.13559322033898,114.88135593220339,59
D120,i7,North,593,10.05084745762712,18.83050847457627,59
D208,X7,Central,1171,19.847457627118644,55.57627118644068,59
D209,X1,South,2902,49.186440677966104,151.96610169491527,59
D147,X3,North,2809,47.610169491525426,165.3050847457627,59
D190,i7,South,789,13.372881355932204,20.728813559322035,59
D227,iX,Central,1315,22.28813559322034,50.271186440677965,59
D229,X1,East,1583,26.83050847457627,77.59322033898304,59
D161,4 Series,Central,1225,20.76271186440678,32.20338983050848,59
D057,X1,East,2537,43.0,89.45762711864407,59
D048,iX1,Central,2002,33.932203389830505,59.152542372881356,59
D064,i4,Central,1120,18.983050847457626,44.40677966101695,59
D079,iX,East,889,15.067796610169491,18.8135593220339,59
D077,5 Series,South,2485,42.11864406779661,89.20338983050847,59
D108,iX1,West,3117,52.83050847457627,112.35593220338983,59
D114,4 Series,East,1250,21.1864406779661,32.3728813559322,59
D115,2 Series,East,803,13.610169491525424,20.491525423728813,59
D105,4 Series,West,1466,24.847457627118644,46.67796610169491,59
D073,X7,East,1036,17.559322033898304,24.64406779661017,59
D091,7 Series,East,957,16.220338983050848,32.25423728813559,59
D137,4 Series,West,2140,36.271186440677965,72.05084745762711,59
D143,5 Series,South,2572,43.59322033898305,87.52542372881356,59
D152,5 Series,South,1671,28.322033898305083,64.61016949152543,59
D122,X1,West,2451,41.54237288135593,109.35593220338983,59
D191,2 Series,West,1836,31.11864406779661,61.67796610169491,59
D202,X3,Central,2523,42.76271186440678,100.84745762711864,59
D197,5 Series,South,2468,41.83050847457627,123.35593220338983,59
D214,iX3,East,1506,25.52542372881356,62.11864406779661,59
D180,7 Series,East,934,15.830508474576272,26.576271186440678,59
D209,2 Series,South,1280,21.694915254237287,51.20338983050848,59
D249,5 Series,West,1887,31.983050847457626,82.37288135593221,59
D083,4 Series,North,1491,25.271186440677965,53.23728813559322,59
D102,i7,North,444,7.52542372881356,12.254237288135593,59
D031,7 Series,East,900,15.254237288135593,25.1864406779661,59
D096,2 Series,South,1424,24.135593220338983,44.25423728813559,59
D100,i7,North,711,12.05084745762712,16.71186440677966,59
D002,7 Series,West,774,13.11864406779661,20.11864406779661,59
D096,X7,South,1519,25.74576271186441,47.69491525423729,59
D022,iX1,South,1545,26.1864406779661,41.52542372881356,59
D182,X7,North,961,16.28813559322034,21.949152542372882,59
D206,i5,South,1495,25.338983050847457,42.25423728813559,59
D214,iX,East,1142,19.35593220338983,30.610169491525422,59
D135,5 Series,West,1716,29.084745762711865,54.30508474576271,59
D148,X3,South,2780,47.11864406779661,157.47457627118644,59
D177,iX1,West,2055,34.83050847457627,74.11864406779661,59
D215,iX,West,1388,23.52542372881356,65.96610169491525,59
D218,X5,North,2096,35.52542372881356,64.1864406779661,59
D249,i5,West,2285,38.728813559322035,92.98305084745763,59
D248,7 Series,East,837,14.186440677966102,31.06779661016949,59
D028,X3,Central,2984,50.57627118644068,111.10169491525424,59
D102,2 Series,North,993,16.83050847457627,45.559322033898304,59
D033,iX,North,1531,25.949152542372882,74.01694915254237,59
D099,7 Series,West,868,14.711864406779661,29.45762711864407,59
D014,3 Series,West,1686,28.576271186440678,75.79661016949153,59
D066,5 Series,South,2391,40.52542372881356,117.96610169491525,59
D195,i5,Central,2045,34.66101694915254,77.01694915254237,59
D231,i7,East,601,10.186440677966102,13.983050847457626,59
D140,5 Series,East,1676,28.406779661016948,60.6271186440678,59
D187,i5,North,1564,26.508474576271187,60.813559322033896,59
D137,i5,West,2435,41.271186440677965,96.33898305084746,59
D161,X5,Central,1925,32.6271186440678,76.33898305084746,59
D005,4 Series,East,1077,18.25423728813559,48.13559322033898,59
D006,X1,Central,2694,45.66101694915254,126.27118644067797,59
D028,i5,Central,2185,37.03389830508475,92.57627118644068,59
D039,X3,South,3858,65.38983050847457,150.77966101694915,59
D016,iX1,West,2428,41.152542372881356,121.27118644067797,59
D063,5 Series,South,2193,37.16949152542373,97.27118644067797,59
D013,2 Series,West,1903,32.25423728813559,84.76271186440678,59
D039,i5,South,2253,38.186440677966104,75.01694915254237,59
D087,i4,North,1013,17.16949152542373,33.69491525423729,59
D089,i4,West,1893,32.08474576271186,45.983050847457626,59
D007,X3,North,1726,29.25423728813559,66.54237288135593,59
D108,i5,West,2590,43.898305084745765,126.7457627118644,59
D030,5 Series,East,1487,25.203389830508474,44.644067796610166,59
D109,5 Series,East,1785,30.25423728813559,91.23728813559322,59
D162,3 Series,West,2298,38.94915254237288,75.69491525423729,59
D181,X3,Central,2378,40.30508474576271,72.61016949152543,59
D196,4 Series,North,1579,26.76271186440678,70.32203389830508,59
D139,X5,South,2314,39.220338983050844,98.05084745762711,59
D224,iX1,South,1348,22.847457627118644,43.152542372881356,59
D171,2 Series,North,1362,23.084745762711865,42.25423728813559,59
D206,iX,South,1310,22.203389830508474,47.66101694915254,59
D156,i4,West,1329,22.52542372881356,44.983050847457626,59
D195,X1,Central,2064,34.983050847457626,74.62711864406779,59
D038,i4,Central,1094,18.54237288135593,52.559322033898304,59
D090,X7,Central,947,16.050847457627118,28.220338983050848,59
D105,X3,West,3645,61.779661016949156,196.10169491525423,59
D057,iX1,East,2293,38.86440677966102,105.9322033898305,59
D112,i5,West,1799,30.491525423728813,44.45762711864407,59
D009,i7,South,455,7.711864406779661,10.423728813559322,59
D202,7 Series,Central,748,12.677966101694915,14.813559322033898,59
D178,5 Series,North,2110,35.76271186440678,99.2542372881356,59
D158,3 Series,East,1512,25.627118644067796,72.89830508474576,59
D170,iX1,North,2013,34.11864406779661,60.20338983050848,59
D215,iX1,West,2430,41.186440677966104,113.89830508474576,59
D158,2 Series,East,1361,23.06779661016949,34.16949152542373,59
D210,3 Series,West,2532,42.91525423728814,108.27118644067797,59
D205,i5,East,1552,26.305084745762713,42.16949152542373,59
D237,7 Series,West,642,10.88135593220339,14.728813559322035,59
D246,X3,North,3029,51.33898305084746,114.22033898305085,59
D025,X7,West,1041,17.64406779661017,30.559322033898304,59
D051,i7,West,774,13.11864406779661,24.93220338983051,59
D079,X1,East,1227,20.796610169491526,41.47457627118644,59
D100,4 Series,North,1425,24.152542372881356,42.13559322033898,59
D085,iX1,West,2747,46.559322033898304,73.8135593220339,59
D035,X1,Central,2137,36.220338983050844,80.57627118644068,59
D049,i4,West,1922,32.57627118644068,77.69491525423729,59
D046,5 Series,Central,1554,26.338983050847457,55.54237288135593,59
